AID_ID_Number,lane_id,speed,occupancy,volume
TDS91015,Slow Lane,65,5,2
TDS91016,Fast Lane,97,1,1
TDS91016,Middle Lane,85,4,4
TDS91016,Slow Lane,71,4,5
TDS91017,Fast Lane,88,5,7
TDS91017,Middle Lane,89,7,4
TDS91017,Slow Lane,71,12,8
TDS91018,Fast Lane,80,0,1
TDS91018,Middle Lane 1,74,7,9
TDS91018,Middle Lane 2,62,4,5
TDS91018,Slow Lane,61,3,3
TDS91019,Fast Lane,93,4,4
TDS91019,Middle Lane 1,78,2,2
TDS91019,Middle Lane 2,78,12,9
TDS91019,Slow Lane,69,1,1
TDS91020,Fast Lane,80,0,0
TDS91020,Middle Lane,79,2,3
TDS91020,Slow Lane,66,1,2
TDS91021,Fast Lane,80,0,0
TDS91021,Middle Lane,78,4,3
TDS91021,Slow Lane,62,2,1
TDS91022,Fast Lane,75,2,2
TDS91022,Middle Lane,70,4,4
TDS91022,Slow Lane,80,0,0
TDS91023,Fast Lane,88,2,3
TDS91023,Middle Lane,77,3,3
TDS91023,Slow Lane,64,15,6
TDS91025,Fast Lane,80,0,0
TDS91025,Middle Lane 1,75,3,4
TDS91025,Middle Lane 2,93,4,5
TDS91025,Slow Lane,64,7,4
TDS91026,Fast Lane,78,4,4
TDS91026,Middle Lane,84,4,4
TDS91026,Slow Lane,82,7,5
TDS91028,Fast Lane,87,3,4
TDS91028,Middle Lane,80,8,8
TDS91028,Slow Lane,65,8,3
TDS91030,Fast Lane,100,0,1
TDS91030,Middle Lane 1,83,4,4
TDS91030,Middle Lane 2,86,3,2
TDS91030,Slow Lane,90,1,1
TDS91031,Fast Lane,116,1,1
TDS91031,Middle Lane 1,118,1,1
TDS91031,Middle Lane 2,81,7,4
TDS91031,Slow Lane,142,1,1
TDS91032,Fast Lane,70,0,0
TDS91032,Slow Lane,70,0,0
TDS91035,Fast Lane,72,1,1
TDS91035,Middle Lane,79,11,7
TDS91035,Slow Lane,65,14,6
TDS91037,Fast Lane,73,8,8
TDS91037,Middle Lane,55,17,8
TDS91037,Slow Lane,60,24,13
TDS91038,Fast Lane,114,8,8
TDS91038,Middle Lane,83,12,9
TDS91038,Slow Lane,55,12,9
TDS91040,Fast Lane,84,11,11
TDS91040,Middle Lane,71,23,12
TDS91040,Slow Lane,76,10,2
TDS91041,Fast Lane,97,5,5
TDS91041,Middle Lane,83,15,8
TDS91041,Slow Lane,88,7,4
TDS91042,Fast Lane,95,3,4
TDS91042,Middle Lane,90,7,7
TDS91042,Slow Lane,73,2,2
TDS91043,Fast Lane,91,1,2
TDS91043,Slow Lane,74,7,7
TDS91044,Fast Lane,74,2,3
TDS91044,Middle Lane,68,19,15
TDS91044,Slow Lane,61,13,7
TDS91045,Fast Lane,78,5,6
TDS91045,Middle Lane 1,56,6,3
TDS91045,Middle Lane 2,69,9,6
TDS91045,Slow Lane,37,7,4
TDS91046,Fast Lane,88,6,7
TDS91046,Middle Lane,89,9,7
TDS91046,Slow Lane,78,16,8
TDS91047,Fast Lane,93,2,3
TDS91047,Middle Lane,71,4,4
TDS91047,Slow Lane,68,7,7
TDS91048,Fast Lane,96,0,1
TDS91048,Middle Lane,98,4,5
TDS91048,Slow Lane,66,10,7
TDS91049,Fast Lane,95,3,4
TDS91049,Middle Lane,80,8,6
TDS91049,Slow Lane,79,13,8
TDS91050,Fast Lane,94,3,4
TDS91050,Middle Lane,74,10,11
TDS91050,Slow Lane,76,7,3
TDS91051,Fast Lane,93,1,1
TDS91051,Middle Lane 1,56,3,3
TDS91051,Middle Lane 2,74,8,7
TDS91051,Slow Lane,62,3,1
TDS91052,Fast Lane,84,1,2
TDS91052,Slow Lane,64,4,4
TDS91053,Fast Lane,79,1,1
TDS91053,Middle Lane,84,3,4
TDS91053,Slow Lane,82,1,3
TDS91054,Fast Lane,68,7,6
TDS91054,Slow Lane,71,11,5
TDS91055,Fast Lane,74,3,4
TDS91055,Middle Lane,74,7,3
TDS91055,Slow Lane,86,8,4
TDS91056,Fast Lane,66,15,7
TDS91056,Slow Lane,60,6,4
TDS91057,Fast Lane,81,8,7
TDS91057,Slow Lane,92,13,9
TDS91058,Fast Lane,97,1,1
TDS91058,Middle Lane,114,6,7
TDS91058,Slow Lane,83,11,6
TDS91059,Fast Lane,100,0,0
TDS91059,Middle Lane,105,3,4
TDS91059,Slow Lane,74,5,4
TDS91060,Fast Lane,107,1,3
TDS91060,Middle Lane,80,2,3
TDS91060,Slow Lane,93,5,6
TDS91061,Fast Lane,110,1,2
TDS91061,Middle Lane 1,71,10,5
TDS91061,Middle Lane 2,69,10,8
TDS91061,Slow Lane,56,6,3
TDS91062,Fast Lane,102,2,2
TDS91062,Middle Lane,78,6,5
TDS91062,Slow Lane,89,1,1
TDS91063,Fast Lane,91,3,4
TDS91063,Middle Lane,90,6,8
TDS91063,Slow Lane,76,9,4
TDS91064,Fast Lane,69,2,3
TDS91064,Middle Lane,76,6,7
TDS91064,Slow Lane,64,9,4
TDS91065,Fast Lane,109,1,2
TDS91065,Middle Lane,100,3,5
TDS91065,Slow Lane,74,1,2
TDS91066,Fast Lane,89,4,6
TDS91066,Middle Lane,71,2,4
TDS91066,Slow Lane,64,2,2
TDS91067,Fast Lane,100,7,7
TDS91067,Middle Lane,84,8,6
TDS91067,Slow Lane,87,3,2
TDS91068,Fast Lane,116,4,5
TDS91068,Middle Lane,89,8,8
TDS91068,Slow Lane,78,5,4
TDS91069,Fast Lane,87,3,3
TDS91069,Middle Lane,82,8,7
TDS91069,Slow Lane,66,12,5
TDS91070,Fast Lane,96,1,2
TDS91070,Middle Lane,88,5,6
TDS91070,Slow Lane,74,7,4
TDS91071,Fast Lane,80,3,4
TDS91071,Middle Lane,89,3,4
TDS91071,Slow Lane,47,2,2
TDS91072,Fast Lane,91,2,2
TDS91072,Slow Lane,91,4,6
TDS91073,Fast Lane,94,5,7
TDS91073,Middle Lane,75,7,5
TDS91073,Slow Lane,100,2,0
TDS91074,Fast Lane,87,3,4
TDS91074,Middle Lane,99,4,3
TDS91074,Slow Lane,100,0,0
TDS91075,Fast Lane,94,4,4
TDS91075,Middle Lane,72,9,5
TDS91075,Slow Lane,79,4,1
TDS91076,Fast Lane,94,1,2
TDS91076,Middle Lane,82,4,6
TDS91076,Slow Lane,45,0,1
TDSAPR10001,Fast Lane,59,4,3
TDSAPR10001,Middle Lane,41,2,2
TDSAPR10001,Slow Lane,46,9,3
TDSAPR20001,Fast Lane,85,0,1
TDSAPR20001,Middle Lane,70,0,0
TDSAPR20001,Slow Lane,56,5,3
TDSCPRHSK10002,Fast Lane,70,0,0
TDSCPRHSK10002,Middle Lane,70,0,0
TDSCPRHSK10002,Slow Lane,70,0,0
TDSCPRHSK10003,Fast Lane,70,0,0
TDSCPRHSK10003,Middle Lane,70,0,0
TDSCPRHSK10003,Slow Lane,70,0,0
TDSCPRHSK10004,Fast Lane,70,0,0
TDSCPRHSK10004,Slow Lane,49,7,3
TDSCPRHSK20001,Fast Lane,73,8,5
TDSCPRHSK20001,Slow Lane,64,10,5
TDSCPRHSK20002,Fast Lane,31,4,2
TDSCPRHSK20002,Middle Lane,34,6,3
TDSCPRHSK20002,Slow Lane,70,0,0
TDSCPRHSK20003,Fast Lane,70,0,0
TDSCPRHSK20003,Slow Lane,38,4,2
TDSCPRKC10001,Fast Lane,65,13,8
TDSCPRKC10001,Middle Lane,70,14,4
TDSCPRKC10001,Slow Lane,53,15,5
TDSCPRKC10002,Fast Lane,62,2,2
TDSCPRKC10002,Middle Lane 1,37,5,2
TDSCPRKC10002,Middle Lane 2,97,5,4
TDSCPRKC10002,Slow Lane,70,3,0
TDSCPRKC10003,Fast Lane,70,0,0
TDSCPRKC10003,Slow Lane,55,3,2
TDSCPRKC10004,Fast Lane,46,1,1
TDSCPRKC10004,Slow Lane,49,2,1
TDSCPRKC20001,Fast Lane,50,0,0
TDSCPRKC20001,Middle Lane 1,45,7,2
TDSCPRKC20001,Middle Lane 2,49,4,1
TDSCPRKC20001,Slow Lane,50,0,0
TDSCPRKC20002,Fast Lane,46,4,3
TDSCPRKC20002,Middle Lane,41,22,10
TDSCPRKC20002,Slow Lane,30,6,2
TDSCPRKC20003,Fast Lane,46,7,4
TDSCPRKC20003,Middle Lane,53,15,7
TDSCPRKC20003,Slow Lane,59,5,2
TDSCPRKC20004,Fast Lane,57,4,2
TDSCPRKC20004,Slow Lane,46,9,3
TDSCPRKC20005,Fast Lane,58,2,1
TDSCPRKC20005,Slow Lane,44,11,5
TDSCPRLT10001,Fast Lane,34,27,9
TDSCPRLT10001,Slow Lane,45,8,2
TDSCPRLT10002,Fast Lane,59,1,1
TDSCPRLT10002,Middle Lane,61,3,1
TDSCPRLT10002,Slow Lane,70,0,0
TDSCPRLT20001,Fast Lane,58,9,5
TDSCPRLT20001,Slow Lane,70,2,0
TDSCPRLT20002,Fast Lane,72,16,7
TDSCPRLT20002,Slow Lane,56,14,6
TDSCPRPS10002,Fast Lane,70,0,0
TDSCPRPS10002,Slow Lane,41,1,1
TDSCPRPS10003,Fast Lane,68,1,1
TDSCPRPS10003,Middle Lane,70,1,0
TDSCPRPS10003,Slow Lane,70,0,0
TDSCPRPS10004,Fast Lane,70,0,0
TDSCPRPS10004,Middle Lane,42,2,1
TDSCPRPS10004,Slow Lane,70,0,0
TDSCPRPS20001,Fast Lane,67,2,1
TDSCPRPS20001,Slow Lane,70,2,0
TDSCPRPS20002,Fast Lane,59,0,1
TDSCPRPS20002,Slow Lane,44,5,2
TDSCPRPS20004,Fast Lane,50,0,0
TDSCPRPS20004,Middle Lane,75,5,2
TDSCPRPS20004,Slow Lane,36,6,2
TDSIEC10001,Fast Lane,53,15,10
TDSIEC10001,Middle Lane 1,33,7,4
TDSIEC10001,Middle Lane 2,45,10,7
TDSIEC10001,Slow Lane,27,2,3
TDSIEC10002,Fast Lane,46,18,12
TDSIEC10002,Middle Lane,52,18,8
TDSIEC10002,Slow Lane,42,10,2
TDSIEC10003,Fast Lane,70,0,0
TDSIEC10003,Middle Lane 1,50,3,3
TDSIEC10003,Middle Lane 2,51,12,8
TDSIEC10003,Slow Lane,47,12,6
TDSIEC10004,Fast Lane,53,17,10
TDSIEC10004,Middle Lane 1,56,13,7
TDSIEC10004,Middle Lane 2,68,10,6
TDSIEC10004,Slow Lane,66,3,2
TDSIEC20001,Fast Lane,76,2,2
TDSIEC20001,Middle Lane 1,64,1,1
TDSIEC20001,Middle Lane 2,62,10,7
TDSIEC20001,Slow Lane,207,1,1
TDSJCR10001,Fast Lane,70,0,0
TDSJCR10001,Slow Lane,70,0,0
TDSJCR10002,Fast Lane,50,5,2
TDSJCR10002,Slow Lane,47,5,4
TDSJCR20001,Fast Lane,70,0,0
TDSJCR20001,Slow Lane,70,0,0
TDSJCR20002,Fast Lane,51,1,1
TDSJCR20002,Slow Lane,50,0,0
TDSLFR10001,Fast Lane,100,0,1
TDSLFR10001,Middle Lane,32,6,4
TDSLFR10001,Slow Lane,70,0,0
TDSLFR10002,Fast Lane,70,2,2
TDSLFR10002,Slow Lane,51,6,4
TDSLFR10003,Fast Lane,70,0,0
TDSLFR10003,Slow Lane,68,5,4
TDSLFR20001,Fast Lane,47,17,8
TDSLFR20001,Middle Lane,42,18,6
TDSLFR20001,Slow Lane,51,4,1
TDSLFR20002,Fast Lane,57,2,3
TDSLFR20002,Slow Lane,52,8,6
TDSLTR10001,Fast Lane,80,3,3
TDSLTR10001,Slow Lane,79,1,2
TDSLTR10002,Fast Lane,93,1,1
TDSLTR10002,Middle Lane,71,15,9
TDSLTR10002,Slow Lane,70,6,0
TDSLTR10003,Fast Lane,69,4,5
TDSLTR10003,Middle Lane,63,2,3
TDSLTR10003,Slow Lane,62,0,1
TDSLTR10004,Fast Lane,85,6,4
TDSLTR10004,Middle Lane,80,9,5
TDSLTR10004,Slow Lane,66,10,3
TDSLTR20001,Fast Lane,70,0,0
TDSLTR20001,Slow Lane,65,1,1
TDSLTR20002,Fast Lane,31,2,2
TDSLTR20002,Middle Lane,69,8,5
TDSLTR20002,Slow Lane,59,12,6
TDSLTR20003,Fast Lane,89,4,4
TDSLTR20003,Slow Lane,58,5,2
TDSLTR20004,Fast Lane,71,4,3
TDSLTR20004,Middle Lane,70,9,9
TDSLTR20004,Slow Lane,60,11,6
TDSMOSB10002,Fast Lane,81,1,1
TDSMOSB10002,Middle Lane,68,5,5
TDSMOSB10002,Slow Lane,80,0,0
TDSMOSB10003,Fast Lane,84,5,4
TDSMOSB10003,Slow Lane,70,8,5
TDSMOSB10004,Fast Lane,58,1,1
TDSMOSB10004,Slow Lane,71,2,2
TDSMOSB10005,Fast Lane,80,0,0
TDSMOSB10005,Slow Lane,89,3,3
TDSMOSB20001,Fast Lane,158,0,1
TDSMOSB20001,Slow Lane,142,2,2
TDSMOSB20002,Fast Lane,127,0,1
TDSMOSB20002,Slow Lane,143,0,1
TDSMOSB20003,Fast Lane,64,1,2
TDSMOSB20003,Slow Lane,66,1,2
TDSMOSB20004,Fast Lane,80,0,0
TDSMOSB20004,Middle Lane,80,2,2
TDSMOSB20004,Slow Lane,80,0,0
TDSMOSB20005,Fast Lane,80,0,0
TDSMOSB20005,Middle Lane,91,1,1
TDSMOSB20005,Slow Lane,32,3,1
TDSMOSB20006,Fast Lane,80,0,0
TDSMOSB20006,Middle Lane,80,1,1
TDSMOSB20006,Slow Lane,67,3,2
TDSMOSR10001,Fast Lane,70,3,1
TDSMOSR10001,Slow Lane,73,17,15
TDSMOSR10002,Fast Lane,60,2,3
TDSMOSR10002,Middle Lane,65,5,5
TDSMOSR10002,Slow Lane,63,11,7
TDSMOSR10003,Fast Lane,70,0,0
TDSMOSR10003,Middle Lane,58,7,6
TDSMOSR10003,Slow Lane,59,2,2
TDSMOSR20001,Fast Lane,88,1,1
TDSMOSR20001,Middle Lane 1,80,0,0
TDSMOSR20001,Middle Lane 2,95,8,5
TDSMOSR20001,Slow Lane,83,9,5
TDSMOSR20002,Fast Lane,80,0,0
TDSMOSR20002,Middle Lane,104,3,3
TDSMOSR20002,Slow Lane,80,0,0
TDSNCWBR10001,Fast Lane,63,3,2
TDSNCWBR10001,Middle Lane,48,1,1
TDSNCWBR10001,Slow Lane,55,4,1
TDSNCWBR10002,Fast Lane,70,0,0
TDSNCWBR10002,Slow Lane,70,0,0
TDSNCWBR10003,Fast Lane,73,19,9
TDSNCWBR10003,Middle Lane,69,4,3
TDSNCWBR10003,Slow Lane,66,6,2
TDSNCWBR10004,Fast Lane,70,1,0
TDSNCWBR10004,Slow Lane,76,6,4
TDSNCWBR20001,Fast Lane,68,11,7
TDSNCWBR20002,Fast Lane,54,4,3
TDSNCWBR20002,Slow Lane,58,7,4
TDSNCWBR20004,Fast Lane,70,0,0
TDSNCWBR20004,Slow Lane,58,1,1
TDSPBH10001,Fast Lane,41,1,1
TDSPBH10001,Middle Lane,80,0,0
TDSPBH10001,Slow Lane,80,0,1
TDSPBH20001,Fast Lane,80,0,0
TDSPBH20001,Middle Lane 1,80,0,0
TDSPBH20001,Middle Lane 2,80,0,1
TDSPBH20001,Slow Lane,80,0,0
TDSPBH20002,Fast Lane,74,2,1
TDSPBH20002,Slow Lane,80,0,0
TDSPERE10001,Fast Lane,64,11,7
TDSPERE10001,Slow Lane,66,11,7
TDSPERE10002,Fast Lane,67,4,4
TDSPERE10002,Middle Lane,0,3,1
TDSPERE10002,Slow Lane,76,7,4
TDSPERE20001,Fast Lane,86,4,4
TDSPERE20001,Slow Lane,82,6,6
TDSSPWR10001,Fast Lane,0,100,0
TDSSPWR10001,Slow Lane,0,100,0
TDSSPWR10002,Fast Lane,70,6,5
TDSSPWR10002,Slow Lane,70,0,0
TDSSPWR10003,Fast Lane,70,0,0
TDSSPWR10003,Slow Lane,70,0,0
TDSSPWR20001,Fast Lane,74,5,1
TDSSPWR20001,Slow Lane,71,16,5
TDSSPWR20002,Fast Lane,52,9,3
TDSSPWR20002,Slow Lane,47,1,1
TDSSPWR20003,Fast Lane,70,0,0
TDSSPWR20003,Slow Lane,103,1,2
TDSTCKR10001,Middle Lane,50,0,0
TDSTCKR10001,Slow Lane,50,0,0
TDSTCKR10002,Fast Lane,42,1,1
TDSTCKR10002,Middle Lane,70,0,0
TDSTCKR10002,Slow Lane,70,0,0
TDSTCKR10003,Fast Lane,70,0,0
TDSTCKR10003,Middle Lane 1,21,13,3
TDSTCKR10003,Middle Lane 2,29,4,1
TDSTCKR10003,Slow Lane,31,2,1
TDSTCKR10004,Fast Lane,54,3,1
TDSTCKR10004,Middle Lane,48,12,4
TDSTCKR10004,Slow Lane,43,12,3
TDSTCKR20001,Fast Lane,45,4,2
TDSTCKR20001,Middle Lane,48,2,1
TDSTCKR20001,Slow Lane,70,0,0
TDSTCKR20002,Fast Lane,70,0,0
TDSTCKR20002,Middle Lane 2,70,0,0
TDSTCKR20002,Middle Lane 3,70,0,0
TDSTCKR20004,Fast Lane,70,0,1
TDSTCKR20004,Middle Lane 1,48,1,1
TDSTCKR20004,Middle Lane 2,81,1,1
TDSTCKR20004,Slow Lane,38,10,4
TDSTKR10001,Fast Lane,70,0,0
TDSTKR10001,Slow Lane,59,2,1
TDSTKR10002,Fast Lane,70,0,0
TDSTKR10002,Slow Lane,70,0,0
TDSTKR10003,Fast Lane,87,5,6
TDSTKR10003,Slow Lane,99,3,3
TDSTKR10004,Fast Lane,77,12,10
TDSTKR10004,Slow Lane,68,14,6
TDSTKR10005,Fast Lane,70,0,0
TDSTKR10005,Slow Lane,70,0,0
TDSTKR10006,Fast Lane,70,0,0
TDSTKR10006,Slow Lane,70,0,0
TDSTKR10007,Fast Lane,43,9,4
TDSTKR10007,Middle Lane,43,6,2
TDSTKR10007,Slow Lane,70,1,0
TDSTKR10008,Fast Lane,32,3,1
TDSTKR10008,Middle Lane,24,56,1
TDSTKR10008,Slow Lane,26,10,2
TDSTKR20001,Fast Lane,80,1,1
TDSTKR20001,Slow Lane,55,5,2
TDSTKR20002,Fast Lane,70,0,0
TDSTKR20002,Slow Lane,70,1,0
TDSTKR20003,Fast Lane,27,8,2
TDSTKR20003,Slow Lane,33,14,4
TDSTKR20004,Fast Lane,70,0,0
TDSTKR20004,Slow Lane,127,1,1
TDSTKR20005,Fast Lane,89,5,4
TDSTKR20005,Slow Lane,65,5,4
TDSTKR20006,Fast Lane,39,2,1
TDSTKR20006,Slow Lane,70,0,0
TDSTKR20007,Fast Lane,33,1,1
TDSTKR20007,Middle Lane 1,70,0,0
TDSTKR20007,Middle Lane 2,70,0,0
TDSTKR20007,Slow Lane,70,0,0
TDSTKR20008,Fast Lane,48,6,3
TDSTKR20008,Slow Lane,42,5,3
TDSTKR20009,Fast Lane,68,8,4
TDSTKR20009,Slow Lane,74,7,3
TDSTPR10001,Fast Lane,50,4,3
TDSTPR10001,Slow Lane,50,0,0
TDSTPR10002,Fast Lane,80,1,1
TDSTPR10002,Slow Lane,58,2,1
TDSTPR10003,Fast Lane,50,0,0
TDSTPR10004,Fast Lane,50,0,0
TDSTPR10005,Fast Lane,50,0,0
TDSTPR10006,Fast Lane,51,1,1
TDSTPR10007,Fast Lane,50,0,0
TDSTPR10008,Fast Lane,50,0,0
TDSTPR10009,Fast Lane,46,2,2
TDSTPR10010,Fast Lane,50,0,0
TDSTPR10011,Fast Lane,70,0,0
TDSTPR10011,Slow Lane,70,0,0
TDSTPR10012,Fast Lane,59,3,2
TDSTPR10013,Fast Lane,70,0,0
TDSTPR10014,Fast Lane,55,3,1
TDSTPR10015,Fast Lane,62,5,4
TDSTPR10016,Fast Lane,54,2,2
TDSTPR20001,Fast Lane,59,4,1
TDSTPR20002,Fast Lane,50,0,0
TDSTPR20003,Fast Lane,50,0,0
TDSTPR20004,Fast Lane,47,1,1
TDSTPR20005,Fast Lane,0,100,0
TDSTPR20006,Fast Lane,50,0,0
TDSTPR20007,Fast Lane,50,0,0
TDSTPR20008,Fast Lane,0,9,2
TDSTPR20009,Fast Lane,62,2,2
TDSTPR20011,Fast Lane,53,3,2
TDSTPR20012,Fast Lane,70,0,0
TDSTPR20012,Slow Lane,90,2,2
TDSTPR20013,Fast Lane,70,0,0
TDSTPR20013,Slow Lane,48,1,1
TDSTPR20014,Fast Lane,50,53,5
TDSTPR20014,Slow Lane,60,5,3
TDSTPTWR10001,Fast Lane,65,2,1
TDSTPTWR10001,Middle Lane,50,6,2
TDSTPTWR10001,Slow Lane,70,0,0
TDSTPTWR10002,Fast Lane,70,0,0
TDSTPTWR10002,Middle Lane,70,0,0
TDSTPTWR10002,Slow Lane,70,0,0
TDSTPTWR20001,Fast Lane,60,4,3
TDSTPTWR20001,Middle Lane,79,7,5
TDSTPTWR20001,Slow Lane,49,2,1
TDSTPTWR20002,Fast Lane,70,0,0
TDSTPTWR20002,Slow Lane,70,0,0
TDSTTR10001,Fast Lane,81,1,1
TDSTTR10001,Slow Lane,70,0,0
TDSTTR10002,Fast Lane,66,3,3
TDSTTR10002,Middle Lane,66,3,3
TDSTTR10002,Slow Lane,70,0,0
TDSTTR10003,Fast Lane,111,2,2
TDSTTR10003,Middle Lane,87,2,3
TDSTTR10003,Slow Lane,70,0,0
TDSTTR20001,Fast Lane,64,1,1
TDSTTR20001,Slow Lane,46,3,3
TDSTTR20002,Fast Lane,57,1,1
TDSTTR20002,Middle Lane,36,4,3
TDSTTR20002,Slow Lane,46,10,5
TDSTYR10001,Fast Lane,70,0,0
TDSTYR10001,Slow Lane,45,2,1
TDSTYR10002,Fast Lane,70,0,0
TDSTYR10002,Slow Lane,70,0,0
TDSTYR10003,Fast Lane,53,0,1
TDSTYR10003,Slow Lane,70,0,0
TDSTYR20001,Fast Lane,40,2,1
TDSTYR20001,Slow Lane,70,0,0
TDSTYR20002,Fast Lane,70,0,0
TDSTYR20002,Slow Lane,70,0,0
TDSTYR20003,Fast Lane,70,0,0
TDSTYR20003,Slow Lane,70,0,0
TDSYSR10001,Fast Lane,57,1,1
TDSYSR10001,Slow Lane,66,5,5
TDSYSR10002,Fast Lane,80,5,5
TDSYSR10002,Slow Lane,88,3,3
TDSYSR10003,Fast Lane,70,1,1
TDSYSR10003,Slow Lane,91,1,1
TDSYSR20001,Fast Lane,58,9,5
TDSYSR20001,Slow Lane,57,6,2
TDSYSR20002,Fast Lane,70,0,0
TDSYSR20002,Slow Lane,70,0,0
TDSYSR20003,Fast Lane,70,0,0
TDSYSR20003,Slow Lane,57,2,1
AID01101,Fast Lane,70,0,0
AID01101,Middle Lane,80,0,1
AID01101,Slow Lane,70,0,0
AID01102,Fast Lane,82,2,4
AID01102,Middle Lane,66,1,1
AID01102,Slow Lane,76,1,1
AID01103,Fast Lane,80,0,1
AID01103,Middle Lane,64,3,5
AID01103,Slow Lane,31,2,1
AID01104,Fast Lane,91,1,3
AID01104,Slow Lane,77,0,1
AID01105,Fast Lane,109,0,2
AID01105,Slow Lane,88,0,2
AID01106,Fast Lane,59,2,6
AID01106,Slow Lane,60,2,2
AID01107,Fast Lane,70,3,4
AID01107,Slow Lane,46,1,2
AID01108,Fast Lane,73,3,5
AID01108,Slow Lane,74,0,1
AID01109,Fast Lane,51,1,3
AID01109,Middle Lane,51,8,11
AID01109,Slow Lane,49,5,7
AID01110,Fast Lane,73,2,4
AID01110,Middle Lane,53,0,1
AID01110,Slow Lane,59,4,7
AID01111,Fast Lane,76,8,15
AID01111,Middle Lane 1,59,3,6
AID01111,Middle Lane 2,91,0,1
AID01111,Slow Lane,55,2,6
AID01112,Fast Lane,71,3,7
AID01112,Middle Lane 1,48,4,6
AID01112,Middle Lane 2,69,6,10
AID01112,Slow Lane,45,5,7
AID01113,Fast Lane,61,2,5
AID01113,Middle Lane,57,10,8
AID01113,Slow Lane,70,0,2
AID01114,Fast Lane,70,7,12
AID01114,Middle Lane,61,7,11
AID01114,Slow Lane,69,2,4
AID01115,Fast Lane,62,9,10
AID01115,Middle Lane,57,4,6
AID01115,Slow Lane,49,3,4
AID01116,Fast Lane,68,4,8
AID01116,Slow Lane,63,4,6
AID01117,Fast Lane,68,3,5
AID01117,Middle Lane 1,50,0,0
AID01117,Middle Lane 2,62,11,12
AID01117,Slow Lane,50,0,0
AID01118,Fast Lane,48,7,10
AID01118,Middle Lane,37,14,12
AID01118,Slow Lane,61,1,2
AID01119,Fast Lane,50,0,0
AID01119,Middle Lane,37,7,6
AID01119,Slow Lane,33,10,4
AID01120,Fast Lane,68,1,2
AID01120,Middle Lane,73,1,2
AID01120,Slow Lane,57,1,1
AID01121,Fast Lane,68,6,10
AID01121,Slow Lane,76,3,4
AID01122,Fast Lane,68,11,18
AID01122,Slow Lane,81,1,3
AID01123,Fast Lane,48,4,9
AID01123,Slow Lane,44,2,4
AID01124,Fast Lane,95,7,8
AID01124,Slow Lane,65,2,6
AID01125,Fast Lane,62,10,19
AID01125,Slow Lane,63,5,10
AID01126,Fast Lane,88,5,9
AID01126,Slow Lane,78,3,10
AID01127,Fast Lane,87,10,13
AID01127,Slow Lane,75,8,12
AID01128,Fast Lane,97,5,10
AID01128,Slow Lane,85,3,5
AID01129,Fast Lane,72,12,11
AID01129,Slow Lane,59,1,2
AID01130,Fast Lane,98,2,3
AID01130,Middle Lane 1,80,0,0
AID01130,Middle Lane 2,79,1,2
AID01130,Slow Lane,80,0,0
AID01131,Fast Lane,95,2,4
AID01131,Slow Lane,92,2,4
AID01132,Fast Lane,96,4,6
AID01132,Middle Lane,91,3,5
AID01132,Slow Lane,96,0,1
AID01133,Fast Lane,89,0,2
AID01133,Slow Lane,84,1,3
AID01134,Fast Lane,75,2,5
AID01134,Slow Lane,80,0,3
AID01135,Fast Lane,78,4,6
AID01135,Slow Lane,87,7,12
AID01136,Fast Lane,67,10,11
AID01136,Slow Lane,57,7,10
AID01201,Fast Lane,60,3,6
AID01201,Slow Lane,55,8,6
AID01202,Fast Lane,63,8,10
AID01202,Slow Lane,54,1,2
AID01203,Fast Lane,64,7,7
AID01203,Slow Lane,66,2,3
AID01204,Fast Lane,43,5,2
AID01204,Middle Lane,40,4,4
AID01204,Slow Lane,38,0,1
AID01205,Fast Lane,46,2,3
AID01205,Middle Lane,42,8,7
AID01205,Slow Lane,50,0,0
AID01206,Fast Lane,72,0,2
AID01206,Slow Lane,61,1,2
AID01207,Fast Lane,50,3,4
AID01207,Middle Lane 1,47,2,3
AID01207,Middle Lane 2,56,1,3
AID01207,Slow Lane,56,0,2
AID01208,Fast Lane,66,8,13
AID01208,Slow Lane,55,8,11
AID01209,Fast Lane,74,4,8
AID01209,Middle Lane,68,4,6
AID01209,Slow Lane,60,2,3
AID01210,Fast Lane,57,3,3
AID01210,Middle Lane,61,1,2
AID01210,Slow Lane,70,1,3
AID01211,Fast Lane,64,3,5
AID01211,Middle Lane,85,0,1
AID01211,Slow Lane,56,0,1
AID01212,Fast Lane,84,0,1
AID01212,Middle Lane,75,1,2
AID01212,Slow Lane,64,2,4
AID01213,Fast Lane,58,3,4
AID01213,Middle Lane 1,58,4,8
AID01213,Middle Lane 2,59,5,7
AID01213,Slow Lane,58,2,4
AID01214,Fast Lane,51,8,10
AID01214,Middle Lane,53,6,8
AID01214,Slow Lane,50,0,0
AID01215,Fast Lane,79,3,7
AID01215,Slow Lane,61,6,8
AID01216,Fast Lane,83,4,8
AID01216,Slow Lane,76,9,8
AID01217,Fast Lane,71,1,3
AID01217,Middle Lane 1,72,6,3
AID01217,Middle Lane 2,78,6,6
AID01217,Slow Lane,70,0,0
AID01218,Fast Lane,56,8,8
AID01218,Middle Lane 2,51,7,6
AID01219,Fast Lane,89,1,2
AID01219,Slow Lane,80,3,4
AID01220,Fast Lane,81,0,2
AID01220,Slow Lane,80,1,2
AID01221,Fast Lane,65,2,2
AID01221,Middle Lane,51,1,2
AID01221,Slow Lane,31,4,2
